condition,outcome,model_id,n_contributors,n_nonmissing,n_missing,mean,median,sd,mad,min,max,range,scale_width,sd_per_scale,mad_per_scale,range_per_scale
Interview Prof. Maraun,distrust_post,gemini-3.1-flash-lite,2,2,0,-0.85,-0.85,0.14142135623730948,0.14825999999999995,-0.95,-0.75,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Interview Prof. Sebille,behavior_mean,gpt-5-mini,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Interview Prof. Sebille,funding_perceptions,gemini-2.5-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Interview Prof. Sebille,inst_trust_mean,gpt-5-mini,2,2,0,1.2999999999999998,1.2999999999999998,0.14142135623730948,0.14825999999999995,1.2,1.4,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Interview Prof. Sebille,policy_general,gemini-2.5-flash-lite,2,2,0,0.5,0.5,0.14142135623730948,0.14825999999999995,0.4,0.6,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Interview Prof. Sebille,trust_multidimensional,gpt-5-mini,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (1),distrust_post,gemini-2.5-flash-lite,2,2,0,-0.6,-0.6,0.14142135623730948,0.14825999999999995,-0.7,-0.5,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (1),funding_perceptions,gemini-3.1-flash-lite,2,2,0,1.4,1.4,0.14142135623730948,0.14825999999999995,1.3,1.5,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (1),policy_general,gemini-2.5-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (1),trust_multidimensional,gemini-2.5-flash-lite,2,2,0,0.9,0.9,0.14142135623730948,0.14825999999999995,0.8,1,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (1),trust_post,gpt-5-mini,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),concern_mean,gemini-3.1-flash-lite,2,2,0,0.65,0.65,0.14142135623730948,0.14825999999999995,0.55,0.75,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),funding_perceptions,gemini-3.1-flash-lite,2,2,0,0.85,0.85,0.14142135623730948,0.14825999999999995,0.75,0.95,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),inst_trust_mean,gemini-3.1-flash-lite,2,2,0,0.5,0.5,0.14142135623730948,0.14825999999999995,0.4,0.6,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),inst_trust_mean,gemini-3.1-pro-preview,2,2,0,0.5,0.5,0.14142135623730948,0.14825999999999995,0.4,0.6,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),inst_trust_mean,gpt-5-mini,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),policy_general,gemini-3.1-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Measurement & modeling (2),trust_multidimensional,gpt-5-mini,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,belief_post,gemini-2.5-flash-lite,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,distrust_post,gemini-2.5-flash-lite,2,2,0,-0.6,-0.6,0.14142135623730948,0.14825999999999995,-0.7,-0.5,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,inst_trust_mean,gemini-2.5-pro,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,policy_general,gemini-2.5-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.5,0.5,0.14142135623730948,0.14825999999999995,0.4,0.6,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Model accuracy,policy_specific_mean,gemini-3.1-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Oil industry misinformation,behavior_mean,gemini-3.1-pro-preview,2,2,0,1.2000000000000002,1.2000000000000002,0.14142135623730948,0.14825999999999995,1.1,1.3,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Oil industry misinformation,belief_post,gpt-5-mini,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Oil industry misinformation,funding_perceptions,gpt-5-mini,2,2,0,1.6,1.6,0.14142135623730948,0.14825999999999995,1.5,1.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,belief_post,gpt-5-mini,2,2,0,0.9,0.9,0.14142135623730948,0.14825999999999995,0.8,1,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,distrust_post,gpt-5-mini,2,2,0,-1.2999999999999998,-1.2999999999999998,0.14142135623730948,0.14825999999999995,-1.4,-1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,funding_perceptions,gpt-5-mini,2,2,0,0.9,0.9,0.14142135623730948,0.14825999999999995,0.8,1,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,inst_trust_mean,gpt-5-mini,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,policy_role_mean,gemini-2.5-pro,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Peer-review,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.2999999999999998,1.2999999999999998,0.14142135623730948,0.14825999999999995,1.2,1.4,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Portrait Prof. Cherry,concern_mean,gemini-2.5-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Portrait Prof. Cherry,concern_mean,gemini-3.1-flash-lite,2,2,0,0.85,0.85,0.14142135623730948,0.14825999999999995,0.75,0.95,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Portrait Prof. Cherry,distrust_post,gemini-3.1-flash-lite,2,2,0,-0.65,-0.65,0.14142135623730948,0.14825999999999995,-0.75,-0.55,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Portrait Prof. Cherry,funding_perceptions,gemini-2.5-pro,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Portrait Prof. Cherry,policy_general,gpt-5-mini,2,2,0,0.9,0.9,0.14142135623730948,0.14825999999999995,0.8,1,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Scientist community helpers,concern_mean,gemini-2.5-flash-lite,2,2,0,0.6,0.6,0.14142135623730948,0.14825999999999995,0.5,0.7,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Scientist community helpers,inst_trust_mean,gpt-5-mini,2,2,0,1.7000000000000002,1.7000000000000002,0.14142135623730948,0.14825999999999995,1.6,1.8,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Social justice,concern_mean,claude-opus-4-6,2,2,0,1.9,1.9,0.14142135623730948,0.14825999999999995,1.8,2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Social justice,distrust_post,claude-opus-4-6,2,2,0,-1.1,-1.1,0.14142135623730948,0.14825999999999995,-1.2,-1,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Social justice,donation_ams,gemini-3.1-pro-preview,2,2,0,0.02,0.02,0.01414213562373095,0.014825999999999997,0.01,0.03,0.019999999999999997,10,0.001414213562373095,0.0014825999999999997,0.0019999999999999996
Social justice,policy_general,gemini-3.1-pro-preview,2,2,0,0.9,0.9,0.14142135623730948,0.14825999999999995,0.8,1,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Social justice,policy_role_mean,claude-opus-4-6,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Social justice,policy_specific_mean,claude-opus-4-6,2,2,0,1.4,1.4,0.14142135623730948,0.14825999999999995,1.3,1.5,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Social justice,trust_post,gemini-3.1-flash-lite,2,2,0,1.1,1.1,0.14142135623730948,0.14825999999999995,1,1.2,0.19999999999999996,100,0.0014142135623730948,0.0014825999999999995,0.0019999999999999996
Former skeptics,donation_ams,gemini-2.5-pro,2,2,0,0.11,0.11,0.014142135623730944,0.014825999999999992,0.1,0.12,0.01999999999999999,10,0.0014142135623730944,0.0014825999999999993,0.001999999999999999
Measurement & modeling (1),donation_ams,gemini-2.5-pro,2,2,0,0.11,0.11,0.014142135623730944,0.014825999999999992,0.1,0.12,0.01999999999999999,10,0.0014142135623730944,0.0014825999999999993,0.001999999999999999
Portrait Prof. Cherry,donation_ams,gemini-2.5-pro,2,2,0,0.11,0.11,0.014142135623730944,0.014825999999999992,0.1,0.12,0.01999999999999999,10,0.0014142135623730944,0.0014825999999999993,0.001999999999999999
Corporate reliance,trust_post,gemini-3.1-pro-preview,2,2,0,2.7,2.7,0.1414213562373093,0.14825999999999978,2.6,2.8,0.19999999999999973,100,0.001414213562373093,0.0014825999999999978,0.0019999999999999974
Extreme weather predictions,policy_specific_mean,claude-haiku-4-5,2,2,0,2.3,2.3,0.1414213562373093,0.14825999999999978,2.2,2.4,0.19999999999999973,100,0.001414213562373093,0.0014825999999999978,0.0019999999999999974
Former skeptics,belief_post,gemini-3.1-pro-preview,2,2,0,2.7,2.7,0.1414213562373093,0.14825999999999978,2.6,2.8,0.19999999999999973,100,0.001414213562373093,0.0014825999999999978,0.0019999999999999974
Former skeptics,concern_mean,gemini-3.1-pro-preview,2,2,0,2.2,2.2,0.1414213562373093,0.14825999999999978,2.1,2.3,0.19999999999999973,100,0.001414213562373093,0.0014825999999999978,0.0019999999999999974
Interview Prof. Sebille,trust_multidimensional,gemini-3.1-pro-preview,2,2,0,2.7,2.7,0.1414213562373093,0.14825999999999978,2.6,2.8,0.19999999999999973,100,0.001414213562373093,0.0014825999999999978,0.0019999999999999974
Peer-review,distrust_post,gemini-3.1-pro-preview,2,2,0,-2.3,-2.3,0.1414213562373093,0.14825999999999978,-2.4,-2.2,0.19999999999999973,100,0.001414213562373093,0.0014825999999999978,0.0019999999999999974
High public trust,policy_role_mean,gemini-3.1-flash-lite,2,2,0,1.225,1.225,0.10606601717798222,0.1111950000000001,1.15,1.3,0.15000000000000013,100,0.0010606601717798223,0.001111950000000001,0.0015000000000000013
Interview Prof. Maraun,policy_role_mean,gemini-3.1-pro-preview,2,2,0,1.525,1.525,0.10606601717798222,0.1111950000000001,1.45,1.6,0.15000000000000013,100,0.0010606601717798223,0.001111950000000001,0.0015000000000000013
Portrait Prof. Cherry,funding_perceptions,gemini-3.1-flash-lite,2,2,0,1.025,1.025,0.10606601717798222,0.1111950000000001,0.95,1.1,0.15000000000000013,100,0.0010606601717798223,0.001111950000000001,0.0015000000000000013
Portrait Prof. Cherry,trust_post,gemini-3.1-flash-lite,2,2,0,1.225,1.225,0.10606601717798222,0.1111950000000001,1.15,1.3,0.15000000000000013,100,0.0010606601717798223,0.001111950000000001,0.0015000000000000013
Corporate reliance,belief_post,gemini-3.1-flash-lite,2,2,0,0.575,0.575,0.10606601717798214,0.11119500000000002,0.5,0.65,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Corporate reliance,concern_mean,gemini-3.1-flash-lite,2,2,0,0.675,0.675,0.10606601717798214,0.11119500000000002,0.6,0.75,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Corporate reliance,funding_perceptions,gemini-3.1-flash-lite,2,2,0,0.47500000000000003,0.47500000000000003,0.10606601717798214,0.11119500000000002,0.4,0.55,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Extreme weather predictions,belief_post,gemini-3.1-flash-lite,2,2,0,0.7250000000000001,0.7250000000000001,0.10606601717798214,0.11119500000000002,0.65,0.8,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Extreme weather predictions,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.375,0.375,0.10606601717798214,0.11119500000000002,0.3,0.45,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Funding,trust_post,gemini-2.5-flash-lite,2,2,0,0.675,0.675,0.10606601717798214,0.11119500000000002,0.6,0.75,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
High public trust,policy_specific_mean,gemini-3.1-flash-lite,2,2,0,0.675,0.675,0.10606601717798214,0.11119500000000002,0.6,0.75,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Portrait Prof. Cherry,funding_perceptions,gemini-2.5-flash-lite,2,2,0,0.325,0.325,0.10606601717798214,0.11119500000000002,0.25,0.4,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Portrait Prof. Cherry,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,0.575,0.575,0.10606601717798214,0.11119500000000002,0.5,0.65,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Scientist community helpers,policy_general,gemini-2.5-flash-lite,2,2,0,0.675,0.675,0.10606601717798214,0.11119500000000002,0.6,0.75,0.15000000000000002,100,0.0010606601717798214,0.0011119500000000002,0.0015000000000000002
Portrait Prof. Cherry,policy_specific_mean,gemini-3.1-pro-preview,2,2,0,0.525,0.525,0.1060660171779821,0.11119499999999997,0.45,0.6,0.14999999999999997,100,0.001060660171779821,0.0011119499999999998,0.0014999999999999996
Measurement & modeling (2),trust_post,gemini-3.1-flash-lite,2,2,0,1.125,1.125,0.10606601717798207,0.11119499999999993,1.05,1.2,0.1499999999999999,100,0.0010606601717798208,0.0011119499999999994,0.0014999999999999992
Portrait Prof. Cherry,belief_post,gemini-3.1-pro-preview,2,2,0,0.625,0.625,0.10606601717798207,0.11119499999999993,0.55,0.7,0.1499999999999999,100,0.0010606601717798208,0.0011119499999999994,0.0014999999999999992
Portrait Prof. Cherry,policy_general,gemini-3.1-pro-preview,2,2,0,0.625,0.625,0.10606601717798207,0.11119499999999993,0.55,0.7,0.1499999999999999,100,0.0010606601717798208,0.0011119499999999994,0.0014999999999999992
Portrait Prof. Cherry,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,1.325,1.325,0.10606601717798207,0.11119499999999993,1.25,1.4,0.1499999999999999,100,0.0010606601717798208,0.0011119499999999994,0.0014999999999999992
Measurement & modeling (1),policy_role_mean,claude-haiku-4-5,2,2,0,4.15,4.15,0.07071067811865513,0.07413000000000039,4.1,4.2,0.10000000000000053,100,7.071067811865513e-4,7.413000000000039e-4,0.0010000000000000052
Consensus,policy_general,claude-opus-4-6,2,2,0,1.45,1.45,0.07071067811865482,0.07413000000000006,1.4,1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Corporate reliance,behavior_mean,gpt-5-mini,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Corporate reliance,distrust_post,gpt-5-mini,2,2,0,-1.55,-1.55,0.07071067811865482,0.07413000000000006,-1.6,-1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Corporate reliance,newsletter_signup,gpt-5-mini,2,2,0,0.0095,0.0095,7.071067811865482e-4,7.413000000000006e-4,0.009,0.01,0.0010000000000000009,1,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Corporate reliance,policy_role_mean,gpt-5-mini,2,2,0,1.25,1.25,0.07071067811865482,0.07413000000000006,1.2,1.3,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Former skeptics,policy_general,claude-opus-4-6,2,2,0,1.45,1.45,0.07071067811865482,0.07413000000000006,1.4,1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Former skeptics,policy_specific_mean,gpt-5-mini,2,2,0,1.05,1.05,0.07071067811865482,0.07413000000000006,1,1.1,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Former skeptics,trust_multidimensional,gemini-3.1-pro-preview,2,2,0,2.05,2.05,0.07071067811865482,0.07413000000000006,2,2.1,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Former skeptics,trust_post,gemini-3.1-pro-preview,2,2,0,2.1500000000000004,2.1500000000000004,0.07071067811865482,0.07413000000000006,2.1,2.2,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Interview Prof. Sebille,distrust_post,gemini-3.1-pro-preview,2,2,0,-2.1500000000000004,-2.1500000000000004,0.07071067811865482,0.07413000000000006,-2.2,-2.1,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Interview Prof. Sebille,funding_perceptions,gemini-2.5-pro,2,2,0,1.45,1.45,0.07071067811865482,0.07413000000000006,1.4,1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Interview Prof. Sebille,policy_general,gpt-5-mini,2,2,0,1.45,1.45,0.07071067811865482,0.07413000000000006,1.4,1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Interview Prof. Sebille,policy_role_mean,gpt-5-mini,2,2,0,2.05,2.05,0.07071067811865482,0.07413000000000006,2,2.1,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Interview Prof. Sebille,trust_multidimensional,gemini-2.5-flash-lite,2,2,0,1.25,1.25,0.07071067811865482,0.07413000000000006,1.2,1.3,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Interview Prof. Sebille,trust_post,gemini-3.1-pro-preview,2,2,0,2.45,2.45,0.07071067811865482,0.07413000000000006,2.4,2.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (1),behavior_mean,gpt-5-mini,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (1),concern_mean,gemini-2.5-flash-lite,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (1),distrust_post,gpt-5-mini,2,2,0,-1.55,-1.55,0.07071067811865482,0.07413000000000006,-1.6,-1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (1),policy_role_mean,gemini-2.5-flash-lite,2,2,0,1.05,1.05,0.07071067811865482,0.07413000000000006,1,1.1,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (2),concern_mean,gemini-2.5-flash-lite,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (2),policy_general,gemini-2.5-flash-lite,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (2),policy_role_mean,gpt-5-mini,2,2,0,1.45,1.45,0.07071067811865482,0.07413000000000006,1.4,1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Measurement & modeling (2),policy_specific_mean,gpt-5-mini,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Model accuracy,funding_perceptions,claude-haiku-4-5,2,2,0,2.8499999999999996,2.8499999999999996,0.07071067811865482,0.07413000000000006,2.8,2.9,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Model accuracy,trust_post,gemini-2.5-flash-lite,2,2,0,1.05,1.05,0.07071067811865482,0.07413000000000006,1,1.1,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Oil industry misinformation,inst_trust_mean,gpt-5-mini,2,2,0,1.55,1.55,0.07071067811865482,0.07413000000000006,1.5,1.6,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Oil industry misinformation,newsletter_signup,gemini-3.1-pro-preview,2,2,0,0.0115,0.0115,7.071067811865482e-4,7.413000000000006e-4,0.011,0.012,0.0010000000000000009,1,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Peer-review,belief_post,gemini-3.1-pro-preview,2,2,0,1.55,1.55,0.07071067811865482,0.07413000000000006,1.5,1.6,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Peer-review,policy_general,claude-haiku-4-5,2,2,0,3.1500000000000004,3.1500000000000004,0.07071067811865482,0.07413000000000006,3.1,3.2,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Scientist community helpers,behavior_mean,gemini-3.1-pro-preview,2,2,0,0.75,0.75,0.07071067811865482,0.07413000000000006,0.7,0.8,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Scientist community helpers,donation_ams,gemini-3.1-pro-preview,2,2,0,0.095,0.095,0.007071067811865481,0.007413000000000006,0.09,0.1,0.010000000000000009,10,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Scientist community helpers,funding_perceptions,gpt-5-mini,2,2,0,1.55,1.55,0.07071067811865482,0.07413000000000006,1.5,1.6,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Social justice,funding_perceptions,claude-opus-4-6,2,2,0,1.45,1.45,0.07071067811865482,0.07413000000000006,1.4,1.5,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Social justice,trust_multidimensional,gemini-3.1-flash-lite,2,2,0,1.25,1.25,0.07071067811865482,0.07413000000000006,1.2,1.3,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Social justice,trust_post,claude-opus-4-6,2,2,0,1.25,1.25,0.07071067811865482,0.07413000000000006,1.2,1.3,0.10000000000000009,100,7.071067811865482e-4,7.413000000000006e-4,0.0010000000000000009
Former skeptics,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.35,0.35,0.07071067811865478,0.07413000000000002,0.3,0.4,0.10000000000000003,100,7.071067811865478e-4,7.413000000000002e-4,0.0010000000000000002
Funding,donation_ams,gemini-3.1-pro-preview,2,2,0,0.045,0.045,0.007071067811865477,0.007413000000000001,0.04,0.05,0.010000000000000002,10,7.071067811865477e-4,7.413000000000001e-4,0.0010000000000000002
Funding,policy_specific_mean,gemini-2.5-flash-lite,2,2,0,0.35,0.35,0.07071067811865478,0.07413000000000002,0.3,0.4,0.10000000000000003,100,7.071067811865478e-4,7.413000000000002e-4,0.0010000000000000002
Interview Prof. Sebille,inst_trust_mean,gemini-2.5-flash-lite,2,2,0,0.35,0.35,0.07071067811865478,0.07413000000000002,0.3,0.4,0.10000000000000003,100,7.071067811865478e-4,7.413000000000002e-4,0.0010000000000000002
Measurement & modeling (2),donation_ams,gemini-3.1-pro-preview,2,2,0,0.045,0.045,0.007071067811865477,0.007413000000000001,0.04,0.05,0.010000000000000002,10,7.071067811865477e-4,7.413000000000001e-4,0.0010000000000000002
Funding,newsletter_signup,gpt-5-mini,2,2,0,0.0055,0.0055,7.071067811865475e-4,7.413e-4,0.005,0.006,0.001,1,7.071067811865475e-4,7.413e-4,0.001
Interview Prof. Maraun,newsletter_signup,gemini-3.1-pro-preview,2,2,0,0.0045000000000000005,0.0045000000000000005,7.071067811865475e-4,7.413e-4,0.004,0.005,0.001,1,7.071067811865475e-4,7.413e-4,0.001
Measurement & modeling (2),newsletter_signup,gemini-3.1-pro-preview,2,2,0,0.0015,0.0015,7.071067811865475e-4,7.413e-4,0.001,0.002,0.001,1,7.071067811865475e-4,7.413e-4,0.001
Model accuracy,newsletter_signup,gpt-5-mini,2,2,0,0.0075,0.0075,7.071067811865475e-4,7.413e-4,0.007,0.008,0.001,1,7.071067811865475e-4,7.413e-4,0.001
Portrait Prof. Cherry,newsletter_signup,gemini-3.1-pro-preview,2,2,0,0.0045000000000000005,0.0045000000000000005,7.071067811865475e-4,7.413e-4,0.004,0.005,0.001,1,7.071067811865475e-4,7.413e-4,0.001
Consensus,inst_trust_mean,gemini-3.1-pro-preview,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
Corporate reliance,concern_mean,gpt-5-mini,2,2,0,0.95,0.95,0.07071067811865474,0.07412999999999997,0.9,1,0.09999999999999998,100,7.071067811865474e-4,0.00074129999999999975,9.999999999999998e-4
